Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chan Chi Ming Mike,Phoenix,25.8,129,5,5,0,M3,1.0
2,Brien Peter Wilhelm Hubert,Hong Kong Club Blue,24.67,222,9,8,1,M3,0.8888888888888888
3,Heritage Jonathan Paul,Hong Kong Cricket Club M3,24.5,294,12,10,2,M3,0.8333333333333334
4,Au Siu Fai,Hong Kong Football Club M3A,23.7,237,10,9,1,M3,0.9
5,Sly Lester George,Royal Hong Kong Yacht Club M3,23.33,210,9,7,2,M3,0.7777777777777778
6,Kundamal Dhiraj,Kowloon Cricket Club M3,23.0,207,9,8,1,M3,0.8888888888888888
7,Li Wilson Wai Shun,Phoenix,22.8,114,5,5,0,M3,1.0
8,Detaramani Sunil,Kowloon Cricket Club M3,22.71,159,7,6,1,M3,0.8571428571428571
9,Otero Somoza Juan Angel,Phoenix,21.55,237,11,8,3,M3,0.7272727272727273
10,Ting Philip Wai Man,Phoenix,21.46,279,13,12,1,M3,0.9230769230769231
11,Wong Michael Wai Leung,Phoenix,21.0,210,10,10,0,M3,1.0
12,Samtani Rakesh,Kowloon Cricket Club M3,20.67,186,9,8,1,M3,0.8888888888888888
13,Chan Dave Chi Keung,Hong Kong Football Club M3B,20.5,123,6,5,1,M3,0.8333333333333334
14,McAuslan Gary,Hong Kong Football Club M3A,18.38,147,8,7,1,M3,0.875
15,Dickson Robert,Phoenix,18.0,198,11,10,1,M3,0.9090909090909091
16,Mrosek Martin,Hong Kong Football Club M3A,18.0,144,8,6,2,M3,0.75
17,Bernard Edwin,Hong Kong Cricket Club M3,18.0,162,9,5,4,M3,0.5555555555555556
18,John Knight,Hong Kong Football Club M3A,17.14,120,7,6,1,M3,0.8571428571428571
19,Ford Anthony,Hong Kong Football Club M3A,17.0,153,9,9,0,M3,1.0
20,Sternberg Henrik,Royal Hong Kong Yacht Club M3,17.0,102,6,3,3,M3,0.5
20,Tong Chi On,United Services Recreation Club M3,17.0,153,9,3,6,M3,0.3333333333333333
22,Yuen Kermit Ka Fai,United Services Recreation Club M3,16.93,237,14,5,9,M3,0.35714285714285715
23,Bachani Vinay Suresh,Kowloon Cricket Club M3,16.67,150,9,7,2,M3,0.7777777777777778
24,Bradbury Adrian,Hong Kong Cricket Club M3,16.5,99,6,3,3,M3,0.5
24,Dansanghani Rahul,Hong Kong Football Club M3B,16.5,165,10,3,7,M3,0.3
26,Choy Yuk Kwong Donnie,Kowloon Cricket Club M3,16.33,147,9,4,5,M3,0.4444444444444444
27,Tse Ray,Royal Hong Kong Yacht Club M3,16.25,195,12,5,7,M3,0.4166666666666667
