Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
Kinetic 3,22,19.9017901790179,2.098209820982098,108.62276227622762,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Squash 2,22,19.0,3.0,103.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sha Tin Squash Rackets Club 6,22,18.0,4.0,103.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOMA,22,16.0,6.0,82.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airporterz,22,11.80908090809081,10.19091909190919,74.17951795179518,0.0,0.0,0.0,0.0,0.0,99.62996299629962,0.37003700370037007,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 16,22,12.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.37003700370037007,99.62996299629962,0.0,0.0,0.0,0.0,0.0,0.0
Star River 2,22,11.0,11.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Winter Warriors,22,9.0,13.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
SQUASHTASTIC 8,22,6.098209820982098,15.901790179017901,39.377237723772375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7982798279828,17.2017201720172,0.0,0.0
i-Mask Advance Squash Club 6,22,6.1909190919091905,15.80908090809081,37.82048204820482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2017201720172,82.7982798279828,0.0,0.0
Latecomers,22,2.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
CSD Squash Team,22,1.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
