Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Electrify Squash Div 11,3,3,0,17,14,1,0,0,0,0
i-Mask Advance Squash Club 5,3,3,0,15,12,3,0,0,0,0
The Zero Squash Club D11,4,2,2,14,12,8,0,0,0,0
Alpha CUHK,3,2,1,12,10,5,0,0,0,0
GMDBB,2,2,0,10,8,2,0,0,0,0
7NT,3,2,1,9,7,8,0,1,0,0
Tuen Mun Squash Club,4,1,3,7,6,14,0,0,0,0
South China Athletic Association,3,1,2,7,6,9,0,0,0,0
ZOMA,3,1,2,6,5,10,0,0,0,0
Sea Bear,3,0,3,3,3,12,1,0,0,0
Invader Squash,3,0,3,2,2,13,0,0,0,0
