,Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
0,Hong Kong Football Club 7A,v,Hong Kong Football Club 7B,Hong Kong Football Club,19:00,"2-3(0-3,3-1,3-1,2-3,2-3)",1,06/10/2023
1,Friend Club 2,v,Happy Squash 2,Kwun Chung Sports Centre,19:00,"2-3(0-3,1-3,3-2,1-3,CR)",1,06/10/2023
2,Physical Chess 1,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,"5-0(3-2,3-0,3-0,3-0,3-0)",1,06/10/2023
3,The Squash Club 1,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00,"5-0(3-2,3-1,3-0,CR,CR)",1,06/10/2023
4,Kowloon Cricket Club 7,v,Twister 1,Kowloon Cricket Club,19:00,"4-1(3-0,2-3,3-0,3-1,3-0)",1,06/10/2023
5,X-Alpha 3,v,Fusion Squash Club 1,Pei Ho Street Sports Centre,19:00,"5-0(3-1,3-0,3-0,3-0,CR)",1,06/10/2023
6,X-Alpha 3,v,Twister 1,Cornwall Street Squash Centre,19:00,"3-2(3-1,1-3,0-3,3-1,3-0)",2,13/10/2023
7,Kowloon Cricket Club 7,v,Hong Kong Football Club 7A,Kowloon Cricket Club,19:00,"1-4(1-3,2-3,3-0,2-3,1-3)",2,13/10/2023
8,Hong Kong Football Club 7B,v,The Squash Club 1,Hong Kong Football Club,19:00,"3-2(3-0,3-2,0-3,3-0,1-3)",2,13/10/2023
9,i-Mask Advance Squash Club 2,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,"0-5(2-3,1-3,0-3,2-3,1-3)",2,13/10/2023
10,Hong Kong Racketlon Association 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,"1-4(3-1,2-3,0-3,0-3,0-3)",2,13/10/2023
11,Fusion Squash Club 1,v,Friend Club 2,HK Squash Centre,19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",2,13/10/2023
12,Hong Kong Racketlon Association 1,v,Friend Club 2,HK Squash Centre,19:00,"2-3(1-3,0-3,3-1,3-1,0-3)",3,20/10/2023
13,i-Mask Advance Squash Club 2,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,"2-3(3-1,0-3,2-3,0-3,3-0)",3,20/10/2023
14,Physical Chess 1,v,Hong Kong Football Club 7B,Pei Ho Street Sports Centre,19:00,"4-1(0-3,3-2,3-1,3-0,3-1)",3,20/10/2023
15,The Squash Club 1,v,Kowloon Cricket Club 7,Cornwall Street Squash Centre,19:00,"2-3(1-3,3-0,1-3,3-0,2-3)",3,20/10/2023
16,Hong Kong Football Club 7A,v,X-Alpha 3,Hong Kong Football Club,19:00,"3-2(3-0,3-0,3-1,2-3,2-3)",3,20/10/2023
17,Twister 1,v,Fusion Squash Club 1,Cornwall Street Squash Centre,19:00,"2-3(3-0,2-3,0-3,3-1,0-3)",3,20/10/2023
18,Twister 1,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-2,3-2,0-3,0-3)",4,03/11/2023
19,X-Alpha 3,v,The Squash Club 1,Pei Ho Street Sports Centre,19:00,"3-2(3-0,3-1,1-3,0-3,3-0)",4,03/11/2023
