Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 3,57.14285714285714,57.14285714285714,42.857142857142854,100.0,100.0,71.42857142857142,34
Hong Kong International School D19,83.33333333333334,50.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,30
Hong Kong Football Club 19,44.44444444444444,77.77777777777779,42.857142857142854,66.66666666666666,100.0,66.34920634920636,36
Electrify Squash Div 19,75.0,75.0,75.0,50.0,0.0,55.0,18
SocGen Squash,83.33333333333334,66.66666666666666,50.0,50.0,0.0,50.0,25
Squashathon 2,66.66666666666666,50.0,33.33333333333333,33.33333333333333,20.0,40.666666666666664,29
X-Alpha 6,42.857142857142854,0.0,33.33333333333333,50.0,75.0,40.238095238095234,28
The 8 Virtues,100.0,66.66666666666666,33.33333333333333,0.0,0.0,40.0,13
8 Virtues + 1,0.0,40.0,40.0,60.0,40.0,36.0,25
Sha Tin Squash Rackets Club 8,66.66666666666666,50.0,0.0,20.0,33.33333333333333,34.0,26
United Services Recreation Club 4,12.5,12.5,0.0,25.0,40.0,18.0,37
RELAY 2,0.0,11.11111111111111,22.22222222222222,22.22222222222222,14.285714285714285,13.968253968253967,44
