Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 2,50.0,75.0,100.0,100.0,50.0,75.0,16
Greenfield,50.0,100.0,75.0,75.0,33.33333333333333,66.66666666666666,19
Royal Hong Kong Yacht Club Div 13,60.0,40.0,50.0,75.0,75.0,60.0,22
TNG 1,75.0,75.0,25.0,25.0,100.0,60.0,19
Arctic Circle,100.0,25.0,25.0,25.0,75.0,50.0,20
Vitality Squash 3,25.0,25.0,50.0,33.33333333333333,100.0,46.666666666666664,17
North District Sports Association 2,0.0,25.0,75.0,75.0,50.0,45.0,20
Squashathon PLZ,40.0,100.0,60.0,0.0,25.0,45.0,23
Physical Chess 4,0.0,25.0,75.0,66.66666666666666,50.0,43.33333333333333,17
Bravo D13,100.0,50.0,25.0,33.33333333333333,0.0,41.666666666666664,17
M&M Squash,75.0,25.0,0.0,50.0,25.0,35.0,20
Star River 3,25.0,25.0,50.0,50.0,25.0,35.0,20
