Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNG 2,Cornwall Street Squash Centre,4.333333333333333,3.0,1.333333333333333
Squashathon PLZ,Cornwall Street Squash Centre,3.5,2.6,0.8999999999999999
Royal Hong Kong Yacht Club Div 13,Royal Hong Kong Yacht Club,3.25,2.8333333333333335,0.4166666666666665
TNG 1,Cornwall Street Squash Centre,4.0,3.6666666666666665,0.3333333333333335
Star River 3,Cornwall Street Squash Centre,1.6,1.4,0.20000000000000018
Physical Chess 4,Cornwall Street Squash Centre,1.6666666666666667,1.5,0.16666666666666674
North District Sports Association 2,Cornwall Street Squash Centre,2.4,2.5,-0.10000000000000009
Arctic Circle,Cornwall Street Squash Centre,3.25,3.5,-0.25
M&M Squash,Cornwall Street Squash Centre,1.3333333333333333,1.75,-0.41666666666666674
Vitality Squash 3,HK Squash Centre,1.375,2.2,-0.8250000000000002
Bravo D13,Cornwall Street Squash Centre,2.0,3.0,-1.0
Greenfield,Cornwall Street Squash Centre,2.3333333333333335,4.0,-1.6666666666666665
