Position,Name of Player,Team,Average Points,Total Game Points,Games Played,Won,Lost,Division,Win Percentage
1,Chan Chi Ming Mike,Phoenix,26.8,402,15,15,0,M4,1.0
2,Au Siu Fai,Hong Kong Football Club M4,22.64,249,11,8,3,M4,0.7272727272727273
3,Brien Peter Wilhelm Hubert,Hong Kong Club Blue,22.0,132,6,4,2,M4,0.6666666666666666
4,Harjani Vinod,Hong Kong Cricket Club M4,20.73,228,11,10,1,M4,0.9090909090909091
5,Yuen Kermit Ka Fai,United Services Recreation Club M4,20.47,348,17,12,5,M4,0.7058823529411765
6,Otero Somoza Juan Angel,Phoenix,20.31,264,13,11,2,M4,0.8461538461538461
7,Bernard Edwin,Hong Kong Cricket Club M4,20.0,120,6,3,3,M4,0.5
8,Man Wing Ping Wilson,Sergio Tacchini KCC M4,19.62,255,13,7,6,M4,0.5384615384615384
9,Wong Michael Wai Leung,Phoenix,19.41,330,17,15,2,M4,0.8823529411764706
10,Mrosek Martin,Hong Kong Football Club M4,18.25,219,12,8,4,M4,0.6666666666666666
11,Wright Martin,Bolton,18.25,219,12,5,7,M4,0.4166666666666667
12,Choy Yuk Kwong Donnie,Sergio Tacchini KCC M4,18.0,306,17,13,4,M4,0.7647058823529411
13,Tong Chi On,United Services Recreation Club M4,17.73,195,11,4,7,M4,0.36363636363636365
14,McAuslan Gary,Hong Kong Football Club M4,17.7,354,20,9,11,M4,0.45
15,John Knight,Hong Kong Football Club M4,17.33,156,9,7,2,M4,0.7777777777777778
16,Kundamal Dhiraj,Sergio Tacchini KCC M4,17.25,138,8,7,1,M4,0.875
17,Martin Timothy,Bolton,17.14,120,7,2,5,M4,0.2857142857142857
18,Chu Lap Sun,United Services Recreation Club M4,16.88,135,8,5,3,M4,0.625
19,Samtani Rakesh,Sergio Tacchini KCC M4,16.12,129,8,8,0,M4,1.0
20,Swarbrick Andrew,Hong Kong Cricket Club M4,15.86,111,7,2,5,M4,0.2857142857142857
21,Ting Philip Wai Man,Phoenix,15.82,174,11,5,6,M4,0.45454545454545453
22,Brettell David,Sergio Tacchini KCC M4,15.33,138,9,5,4,M4,0.5555555555555556
23,Sullivan Andrew,Bolton,14.7,147,10,6,4,M4,0.6
24,Hira Ajay,Sergio Tacchini KCC M4,14.4,72,5,5,0,M4,1.0
25,Gollop Stephen,Bolton,14.18,156,11,4,7,M4,0.36363636363636365
25,Chan Alex Siu Kun,Sergio Tacchini KCC M4,14.18,156,11,4,7,M4,0.36363636363636365
27,Mirapuri Rajesh,United Services Recreation Club M4,14.1,141,10,5,5,M4,0.5
28,Wilby John,Bolton,14.0,84,6,3,3,M4,0.5
29,Murray David,Hong Kong Football Club M4,13.94,237,17,12,5,M4,0.7058823529411765
30,Bradbury Adrian,Hong Kong Cricket Club M4,13.88,111,8,4,4,M4,0.5
31,Daigneavlt Christian,United Services Recreation Club M4,13.5,108,8,5,3,M4,0.625
32,Ho Kwan Lun,Hong Kong Football Club M4,13.29,93,7,5,2,M4,0.7142857142857143
33,Mak Chee Soon,Phoenix,12.67,114,9,5,4,M4,0.5555555555555556
34,Koeman Arthur,Hong Kong Cricket Club M4,12.6,63,5,4,1,M4,0.8
35,Tsang Wai Kit Paul,Sergio Tacchini KCC M4,12.27,135,11,7,4,M4,0.6363636363636364
36,Tang Raymond Wai Ming,Sergio Tacchini KCC M4,12.0,108,9,7,2,M4,0.7777777777777778
37,Simons Paul,Bolton,12.0,60,5,4,1,M4,0.8
38,Griffiths John David,Hong Kong Cricket Club M4,12.0,60,5,3,2,M4,0.6
38,Yam Ken Luen Kai,United Services Recreation Club M4,12.0,108,9,3,6,M4,0.3333333333333333
40,Pawlyn Ben,Bolton,11.57,81,7,3,4,M4,0.42857142857142855
41,Yuen Amos Wing Keung,United Services Recreation Club M4,11.4,57,5,3,2,M4,0.6
42,Openshaw Michael,Hong Kong Cricket Club M4,10.88,87,8,3,5,M4,0.375
43,McLennan Justin,Hong Kong Club Blue,10.8,162,15,1,14,M4,0.06666666666666667
44,Stark Christopher Michael,Bolton,10.67,96,9,4,5,M4,0.4444444444444444
45,Wong Anthony Yik Cheong,Phoenix,10.5,84,8,4,4,M4,0.5
46,Wong Kenneth Wai Lun,Phoenix,10.2,51,5,2,3,M4,0.4
47,Zimmermann Lorenz,Hong Kong Cricket Club M4,10.0,90,9,2,7,M4,0.2222222222222222
48,Lee Dennis,Phoenix,9.25,111,12,7,5,M4,0.5833333333333334
49,Tilbrook Nicolas,United Services Recreation Club M4,9.0,99,11,7,4,M4,0.6363636363636364
50,Chau Phil,Hong Kong Football Club M4,9.0,45,5,3,2,M4,0.6
51,Kendall Charles Richard,Hong Kong Club Blue,8.4,84,10,1,9,M4,0.1
51,Walsh Paul,Bolton,8.4,42,5,1,4,M4,0.2
53,Vera Henry,Hong Kong Cricket Club M4,7.5,60,8,2,6,M4,0.25
54,Smith Robert,Hong Kong Cricket Club M4,7.2,36,5,2,3,M4,0.4
55,Hinchcliffe Robert Bruce,Hong Kong Club Blue,7.2,36,5,0,5,M4,0.0
56,Farran Andrew,Bolton,6.86,48,7,2,5,M4,0.2857142857142857
57,Healy Richard,Bolton,6.38,51,8,2,6,M4,0.25
58,Sung Iris,Hong Kong Football Club M4,5.4,27,5,1,4,M4,0.2
59,Lam Wai Ming,Hong Kong Football Club M4,5.33,48,9,4,5,M4,0.4444444444444444
60,Leung Chui Ming Micky,Phoenix,4.8,48,10,2,8,M4,0.2
61,O'Connell Eamonn,Hong Kong Club Blue,3.5,21,6,0,6,M4,0.0
62,Debnam Nicholas James,Hong Kong Club Blue,3.0,27,9,0,9,M4,0.0
63,Buttifant Barry John,Hong Kong Club Blue,2.18,24,11,1,10,M4,0.09090909090909091
,Chang Sean Pey,Hong Kong Cricket Club M4,18.0,72,4,2,2,M4,0.5
,Bachani Vinay Suresh,Sergio Tacchini KCC M4,18.0,54,3,1,2,M4,0.3333333333333333
,Cheung Coco Oi Yan,Sergio Tacchini KCC M4,18.0,18,1,1,0,M4,1.0
,* Poon Victor King Him,United Services Recreation Club M4,18.0,18,1,0,1,M4,0.0
,Chib Rajeev,Hong Kong Cricket Club M4,15.0,60,4,2,2,M4,0.5
,Sung Stephen,Hong Kong Football Club M4,15.0,45,3,2,1,M4,0.6666666666666666
,Sutherland Donald,Hong Kong Cricket Club M4,15.0,30,2,2,0,M4,1.0
,Lo Yue Hin,Hong Kong Club Blue,14.25,57,4,1,3,M4,0.25
,Miu Peter Wah Ching,United Services Recreation Club M4,14.0,42,3,3,0,M4,1.0
,Kracht Stefan,Hong Kong Club Blue,14.0,42,3,1,2,M4,0.3333333333333333
,Cox Simon,Hong Kong Club Blue,12.0,48,4,0,4,M4,0.0
,Tsang Timmy Kwok Tim,United Services Recreation Club M4,10.5,42,4,4,0,M4,1.0
,Matharu Channi,Hong Kong Football Club M4,10.5,42,4,2,2,M4,0.5
,Ku Wai Hang William,United Services Recreation Club M4,10.5,42,4,2,2,M4,0.5
,Rhys Benjamin,Hong Kong Club Blue,10.0,30,3,1,2,M4,0.3333333333333333
