Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Twister,Cornwall Street Squash Centre,4.5,2.6666666666666665,1.8333333333333335
Kinetic 3,HK Squash Centre,2.2,0.75,1.4500000000000002
Hong Kong Football Club 9,Hong Kong Football Club,4.0,3.2,0.7999999999999998
Kowloon Cricket Club 9,Kowloon Cricket Club,2.4,1.6,0.7999999999999998
i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,3.0,2.5,0.5
HKPF Squash Team,Cornwall Street Squash Centre,1.3333333333333333,1.5,-0.16666666666666674
The Squash Club 2,Cornwall Street Squash Centre,4.5,5.0,-0.5
The Hong Kong Jockey Club Div 9,HKJC Sha Tin Club House,2.2,2.8,-0.5999999999999996
Centre Squash,HK Squash Centre,2.4,3.0,-0.6000000000000001
BOSS,Cornwall Street Squash Centre,0.6666666666666666,2.0,-1.3333333333333335
