Player Name,Team,Opponent Name,Opponent Team,Match Date,Venue,Rubber Number,Score,Result,Home/Away
Mishra Swanik,Hong Kong Cricket Club 8,Wong Tsz Wang Clayton,Squashathon One,23/11/2024,Hong Kong Cricket Club,1,0-3,Loss,Home
Wong Tsz Wang Clayton,Squashathon One,Mishra Swanik,Hong Kong Cricket Club 8,23/11/2024,Hong Kong Cricket Club,1,3-0,Win,Away
Huang William Yijia,Hong Kong Cricket Club 8,Chow Qing,Squashathon One,23/11/2024,Hong Kong Cricket Club,2,0-3,Loss,Home
Chow Qing,Squashathon One,Huang William Yijia,Hong Kong Cricket Club 8,23/11/2024,Hong Kong Cricket Club,2,3-0,Win,Away
Chan Gerard Ming Shing,Hong Kong Cricket Club 8,Wong Chi Kin,Squashathon One,23/11/2024,Hong Kong Cricket Club,3,0-3,Loss,Home
Wong Chi Kin,Squashathon One,Chan Gerard Ming Shing,Hong Kong Cricket Club 8,23/11/2024,Hong Kong Cricket Club,3,3-0,Win,Away
Chan Bernard Ming Shun,Hong Kong Cricket Club 8,Tang Hugo,Squashathon One,23/11/2024,Hong Kong Cricket Club,4,3-0,Win,Home
Tang Hugo,Squashathon One,Chan Bernard Ming Shun,Hong Kong Cricket Club 8,23/11/2024,Hong Kong Cricket Club,4,0-3,Loss,Away
Cohen Arlo,Hong Kong Cricket Club 8,Unknown,Squashathon One,23/11/2024,Hong Kong Cricket Club,5,CR,Win,Home
Unknown,Squashathon One,Cohen Arlo,Hong Kong Cricket Club 8,23/11/2024,Hong Kong Cricket Club,5,CR,Loss,Away
Wong Ho Tong,Physical Chess 5,Chiu Sai Kwong,Royal Hong Kong Yacht Club Div 15,23/11/2024,Cornwall Street Squash Centre,1,1-3,Loss,Home
Chiu Sai Kwong,Royal Hong Kong Yacht Club Div 15,Wong Ho Tong,Physical Chess 5,23/11/2024,Cornwall Street Squash Centre,1,3-1,Win,Away
Ho Yik Siu Andy,Physical Chess 5,Lai Ming Wah,Royal Hong Kong Yacht Club Div 15,23/11/2024,Cornwall Street Squash Centre,2,2-3,Loss,Home
Lai Ming Wah,Royal Hong Kong Yacht Club Div 15,Ho Yik Siu Andy,Physical Chess 5,23/11/2024,Cornwall Street Squash Centre,2,3-2,Win,Away
Chan Ho Ching,Physical Chess 5,Chan Chun Yin Edwin,Royal Hong Kong Yacht Club Div 15,23/11/2024,Cornwall Street Squash Centre,3,0-3,Loss,Home
Chan Chun Yin Edwin,Royal Hong Kong Yacht Club Div 15,Chan Ho Ching,Physical Chess 5,23/11/2024,Cornwall Street Squash Centre,3,3-0,Win,Away
Cheng Chi Yan Jocelyn,Physical Chess 5,Peirse Adrian,Royal Hong Kong Yacht Club Div 15,23/11/2024,Cornwall Street Squash Centre,4,3-0,Win,Home
Peirse Adrian,Royal Hong Kong Yacht Club Div 15,Cheng Chi Yan Jocelyn,Physical Chess 5,23/11/2024,Cornwall Street Squash Centre,4,0-3,Loss,Away
Tin Nok Lam,Physical Chess 5,Li Hoi Ying Kylie,Royal Hong Kong Yacht Club Div 15,23/11/2024,Cornwall Street Squash Centre,5,3-0,Win,Home
Li Hoi Ying Kylie,Royal Hong Kong Yacht Club Div 15,Tin Nok Lam,Physical Chess 5,23/11/2024,Cornwall Street Squash Centre,5,0-3,Loss,Away
Shah Anaisha Malay,United Services Recreation Club 4,Pang Man Hei,Sha Tin 7,23/11/2024,United Services Recreation Club,1,0-3,Loss,Home
Pang Man Hei,Sha Tin 7,Shah Anaisha Malay,United Services Recreation Club 4,23/11/2024,United Services Recreation Club,1,3-0,Win,Away
Chung Yin Lok Aiden,United Services Recreation Club 4,Wong Tsz Him,Sha Tin 7,23/11/2024,United Services Recreation Club,2,0-3,Loss,Home
Wong Tsz Him,Sha Tin 7,Chung Yin Lok Aiden,United Services Recreation Club 4,23/11/2024,United Services Recreation Club,2,3-0,Win,Away
Mak Jaden,United Services Recreation Club 4,Chan Yin Hei,Sha Tin 7,23/11/2024,United Services Recreation Club,3,3-0,Win,Home
Chan Yin Hei,Sha Tin 7,Mak Jaden,United Services Recreation Club 4,23/11/2024,United Services Recreation Club,3,0-3,Loss,Away
Lee Chun Yuen Aiden,United Services Recreation Club 4,Leung Kin Ho,Sha Tin 7,23/11/2024,United Services Recreation Club,4,3-0,Win,Home
Leung Kin Ho,Sha Tin 7,Lee Chun Yuen Aiden,United Services Recreation Club 4,23/11/2024,United Services Recreation Club,4,0-3,Loss,Away
Shah Myrah,United Services Recreation Club 4,Li Li,Sha Tin 7,23/11/2024,United Services Recreation Club,5,0-3,Loss,Home
Li Li,Sha Tin 7,Shah Myrah,United Services Recreation Club 4,23/11/2024,United Services Recreation Club,5,3-0,Win,Away
