Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Latecomers,2,1,1,6,5,5,1,3,0,0
Physical Chess 4,1,1,0,6,5,0,0,0,0,0
Royal Hong Kong Yacht Club Div 12,1,1,0,6,5,0,0,0,0,0
Star River 1,1,1,0,5,4,1,0,0,0,0
Hong Kong Football Club 12B,1,1,0,5,4,1,0,0,0,0
Winter Warriors,1,1,0,4,3,2,0,1,0,0
Global Squash 2,2,1,1,4,3,7,0,0,0,0
CSD Squash Team,2,0,2,4,4,6,3,0,0,0
Hong Kong Football Club 12A,1,0,1,1,1,4,0,0,0,0
Sha Tin 5,1,0,1,1,1,4,0,0,0,0
SKCSC Div 12,1,0,1,0,0,5,0,0,0,0
