Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Greenfield,66.66666666666666,100.0,66.66666666666666,66.66666666666666,50.0,70.0,14
TNG 2,100.0,50.0,100.0,100.0,0.0,70.0,9
Arctic Circle,100.0,50.0,50.0,0.0,100.0,60.0,10
Royal Hong Kong Yacht Club Div 13,50.0,50.0,50.0,50.0,50.0,50.0,10
Squashathon PLZ,50.0,100.0,50.0,0.0,50.0,50.0,10
TNG 1,50.0,50.0,0.0,50.0,100.0,50.0,10
Physical Chess 4,0.0,33.33333333333333,100.0,50.0,50.0,46.666666666666664,13
Bravo D13,100.0,33.33333333333333,33.33333333333333,50.0,0.0,43.33333333333333,12
M&M Squash,50.0,50.0,0.0,100.0,0.0,40.0,10
Star River 3,50.0,50.0,0.0,50.0,50.0,40.0,10
North District Sports Association 2,0.0,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,39.999999999999986,15
Vitality Squash 3,0.0,0.0,50.0,0.0,100.0,30.0,9
