Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 4,50.0,100.0,75.0,75.0,100.0,80.0,19
X-Alpha 2,20.0,80.0,80.0,80.0,66.66666666666666,65.33333333333333,23
Hong Kong Football Club 4A,75.0,100.0,75.0,50.0,25.0,65.0,20
TNGX,75.0,50.0,75.0,75.0,33.33333333333333,61.666666666666664,19
YLJR,50.0,50.0,50.0,75.0,50.0,55.0,20
Sha Tin 1,100.0,25.0,50.0,25.0,50.0,50.0,20
Hong Kong Football Club 4B,25.0,25.0,50.0,25.0,66.66666666666666,38.33333333333333,19
Hong Kong Cricket Club D4B,50.0,25.0,25.0,50.0,25.0,35.0,20
The Squash Club 1,75.0,25.0,0.0,50.0,25.0,35.0,20
Hong Kong Cricket Club D4A,0.0,20.0,20.0,0.0,75.0,23.0,24
